STT,Tên
1102,13000 i got the hypnosis app now i can do whatever i want
1103,17872 i just wanted someone to lean on
1104,13655 i know that after school the saint is more than just noble
1105,9116 i know that after school the saint is more than just noble
1106,15536 i married my childhood friend a beautiful knight but she seems to be a potential yandere with a strong desire for exclusivity so a harem seems impossible
1107,15957 i parry everything what do you mean im the strongest im not even an adventurer yet
1108,16260 i play the role of villainheroine in a japanese style otome game
1109,12058 i quit the going home club for a girl with a venomous tongue
1110,3135 i reincarnated for nothing
1111,4794 i reincarnated for nothing
1112,561 i reincarnated into a vending machine
1113,1838 otome game no hametsu flag shika nai akuyaku reijou ni tensei shite shimatta
1114,8544 i reincarnated into an otome game as a villainess with only destruction flags
1115,2487 i reincarnated into an otome game as a villainess with only destruction flags
1116,446 i reincarnated into an otome game as a villainess with only destruction flags
1117,13846 i sekai de haishin katsudo o shitara tairyo no yandere shinja o umidashite shimatta kudan
1118,7677 i summoned the devil to grant me a wish but i married her instead since she was adorable
1119,8980 i think ill hide my true ability to the last moment
1120,9982 i want to confess to my childhood friend
1121,11778 i want to make the schools silent princess talk so i invited her whos super cute out on a date today anyways shes so very intense when it comes to skinship that its going to take my reason away
1122,11421 i want to make time thief chans heart pound a love psychological warfare with my summer vacation on the line
1123,13109 i was a good person and then a lot of things betrayed me
1124,10640 i was assigned to be a manager of a female dormitory but the level of the girls living there was just too high theres no way i can fit in like this
1125,13043 i was betrayed by my childhood friend so i wont lie to myself anymore
1126,18157 i was born in the worst world where beautiful magiclad girls suffer a brutal fate if you dont save them with the light novel knowledge from your previous life world downfall
1127,7773 i was caught up in a hero summoning but that world is at peace
1128,2959 i was caught up in a hero summoning but that world is at peace
1129,13288 was dumped by my childhood friend but somehow i was confessed to by the school idol and lost my peaceful life
1130,19008 i was heartbroken so i became a vtuber but then i became popular with the older ladies
1131,11253 i was lied to by the most beautiful girl in my grade so i decided to go out with her
1132,13391 i was possessed by an unknown manga
1133,19160 i was reincarnated as a best friend character in an eroge and took away the main protagonists harem even though im the best friend character ive become involved in a physical relationship with the heroines
1134,14344 i was reincarnated as a man who cuckolds erotic heroines but i will never cuckold them
1135,18687 i was reincarnated as a man who cuckolds erotic heroines but i will never cuckold them
1136,16201 i was reincarnated as the older brother of a villainess destined to die so i want to change the future by raising my younger sister with my own hands i am the strongest in the world but my little sister must be the cutest in the world
1137,13052 i was rejected 10000 times by my childhood friend but after i gave up i suddenly started getting popular
1138,11499 i was the only one among the quadruplets who wasnt related by blood
1139,13090 i was told that if i confessed my love for her 100 times i would go out with her so i confessed 99 times and stopped
1140,9771 i went out with a losing heroine but before i knew it my childhood friend whos supposed to be the winning heroine thought we were dating got angry and went into an argument
1141,11377 i went out with a losing heroine but before i knew it my childhood friend whos supposed to be the winning heroine thought we were dating got angry and went into an argument
1142,10643 i will become a bully
1143,9629 i will devote all my energy to spoiling my childhood friend a beautiful kuudere girl who cant be honest
1144,7282 i will return again
1145,18844 i will return again
1146,6470 i will return to death again and again to protect you
1147,12827 i wont hand him over to some saint
1148,10548 i a lonely otaku was surrounded by some of the most beautiful girls on campus and was called riajuu before i knew it
1149,8264 i a lonely otaku was surrounded by some of the most beautiful girls on campus and was called riajuu before i knew it
1150,9085 i a lonely otaku was surrounded by some of the most beautiful girls on campus and was called riajuu before i knew it
1151,12785 i a lonely otaku was surrounded by some of the most beautiful girls on campus and was called riajuu before i knew it
1152,15180 i an ordinary person with no special qualities risked my life to save two beautiful twin sisters and as a result made two sisters who were actually yandere fall in love with me
1153,9492 i the sacrifice somehow killed the evil god
1154,18174 i who longs to be a dependent have decided to be owned by a yandere
1155,14414 i who was betrayed by my childhood friend when i abandoned her i began to live the best life ever
1156,18814 ishould have killed my sister
1157,7063 ill have sherbet
1158,15995 im not a sis con
1159,7625 im the most evil support class talker and ill subdue the strongest clan in the world
1160,8646 im the most evil support classtalkerand ill subdue the strongest clan in the world
1161,9454 3 ngay truoc novel updates im the only multilingual master a russian transfer girl student who cant speak japanese can rely on
1162,6807 ive transmigrated into this movie before
1163,14005 im a bastard but youre worse
1164,14845 im a loner but my girlfriend is too cute
1165,1542 neet dakedo hello work ni ittara isekai ni tsuretekareta
1166,287 im a neet but when i went to hello work i got taken to another world
1167,18158 im a shy loner guy who is now being pestered by the beautiful girls ive known since childhood these girls are former idols and the most beautiful girls in school but im distrustful of women so of course i ignore them yandere ization is bad
1168,12340 im a vtuber but i forgot to stop the stream and became a legend
1169,14364 im dating a cool girl from a benefactor who picked me up but she seems to like someone else so when i ask her if shell break up with me she acts weird
1170,13822 im dating my ex girlfriends older sister and we have a great chemistry so everyday life was fun
1171,16015 im just a mob but for some reason im very popular with my sisters friends
1172,5318 im not a villainess just because i can control darkness doesnt mean im a bad person
1173,18710 im not even an otome game mob character
1174,11430 im not going to be bullied by a girl
1175,13163 im the brother of a famous vtuber but when my stepsister forgets to stop the stream somehow i became famous
1176,7354 im the evil lord of an intergalactic empire
1177,14455 im using my best friends sister as a model for a sensual novel and apparently shes the one whos always writing me feedback
1178,10571 ive been reincarnated as this games villainess ill train the main capture target to be a yandere
1179,2769 ichiban ushiro no daimaou
1180,6099 ichi okunen botan o renda shita ore wa kidzuitara saikyo ni natte itarakudai kenshi no gakuin musou
1181,10545 if this isnt love
1182,1777 if you got power of flightinvisibilityteleportation what would you do
1183,3303 sora wo tobu nouryoku to toumei ni naru nouryoku to shunkan idou suru nouryouku wo morattara nani wo shimasu ka
1184,19029 raise three idols well and theyll launch a confession attack
1185,9336 ihoujin dungeon ni moguru
1186,16563 iinazuke ga dekita to omottara sono iinazuke ga gakkou de yuumeina akuyakureijou datta dakedo dousureba ii
1187,18827 im a mob character who confessed to the wrong heroine
1188,7612 ima wa mada osananajimi no imoto desukedo
1189,18372 imouto ga onna kishi gakuen ni nyuugaku shitara naze ka kyuukoku no eiyuu ni narimashita boku ga
1190,11412 my sisters best friend my female friend already then whats next
1191,9870 imouto sae ireba ii
1192,11447 imouto sae ireba ii
1193,12084 imouto sae ireba ii
1194,18435 impossible game
1195,10074 in a world without life
1196,2774 in no jitsury okusha ni naritakute
1197,3569 in no jitsury okusha ni naritakute new
1198,13612 in the land of leadale
1199,1532 inbi na doukutsu no sono oku de
1200,11791 incubus banishment even though i got banished from the capital because i received an obscene gift i leveled up like crazy just from doing perverted things
1201,1341 vo han tranh dau ham nguc hoi
1202,14337 infinite mage
1203,17 infinite stratos
1204,8919 infinite stratos
1205,8851 su co anh huong
1206,13853 inkyara na ore to ichatsukitai tte maji kayo
1207,2409 inma no hado
1208,14526 inside an adt game as a former hero
1209,2488 instant death
1210,4965 instant messiah
1211,12906 instant messiah
1212,2839 intellectual village no zashiki warashi
1213,4139 intellectual village no zashiki warashi
1214,14742 irina the vampire cosmonaut
1215,12797 irregulars rebellion
1216,9889 isaac
1217,9172 isekai apocalypse mynoghra
1218,2281 isekai cheat
1219,15881 isekai cheat magican
1220,2609 isekai de harem joou mezashimasu jishou heibon joshikousei no isekai funtouki
1221,10848 isekai de imouto tenshi to nanika suru
1222,13740 doing something with my angel little sister in another world
1223,6164 isekai de kojiin wo hiraitakedo nazeka darehitori sudatou to shinai ken wn
1224,8306 isekai demo bunan ni ikitai shoukougun
1225,8216 isekai goumon hime
1226,8261 isekai harem monogatari
1227,693 isekai izakaya nobu
1228,1652 isekai izakaya nobu
1229,4117 isekai kaeri no ossan wa fusei sukiru de fathercon musume tachi o tororori ni
1230,3065 isekai kara modotta ore wa ginpatsu miko ni natte ita
1231,6543 isekai kenja no tensei musou geimu no chishiki de isekai saikyou
1232,4021 hoi the gioi khac
1233,2775 hoi the gioi khac
1234,8457 isekai mahou wa okureteru
1235,4623 isekai mahou wa okureteru
1236,1564 isekai mahou wa okureteru
1237,2633 isekai mahou wa okureteru
1238,409 isekai mahou wa okureteru
1239,18689 isekai maou to shoukan shoujo no dorei majutsu
1240,2123 isekai maou to shoukan shoujo no dorei majutsu
1241,250 isekai maou to shoukan shoujo no dorei majutsu
1242,2484 isekai meikyuu de dorei harem wo
1243,6370 isekai meikyuu no saishinbu o mezasou
1244,264 isekai meikyuu no saishinbu wo mezasou
1245,743 isekai monster breeder
1246,3341 isekai ni kita boku wa kiyoubinbode subaya sa tayorina tabi o suru
1247,4884 isekai ni kita boku wa kiyoubinbode subaya sa tayorina tabi o suru
1248,7461 isekai ni kita boku wa kiyoubinbode subaya sa tayorina tabi o suru
1249,396 isekai ni tensei shitandakedo ore tensai tte kanchigai saretenai
1250,2030 isekai ni tensei shitandakedo ore tensai tte kanchigai saretenai
1251,3466 isekai nonbiri nouka
1252,2461 isekai nonbiri nouka
1253,3748 isekai okonomiyaki chain oosaka no obachan bishoujo kenshi ni tensei shi okonomiyaki fukyou
1254,7505 isekai quest after school
1255,4304 isekai quest after school
1256,1619 isekai ryouridou
1257,8250 isekai sagishi no consulting
1258,10383 isekai saikou no kizoku harem wo fuyasu hodo tsuyoku naru
1259,6105 isekai saikyou wa yuusha maou ie yousei desu
1260,243 isekai shihai no sukiruteika zero kara hajimeru dorei harem
1261,6865 isekai shokudou
1262,4072 isekai shokudou
1263,1266 isekai shokudou
1264,2974 isekai shoukan ga oosugite megami sama ga buchigiremashita
1265,8158 isekai shoukan saretara munou to iware oidasaremashita kono sekai wa ore ni totte easy mode deshita
1266,8621 isekai souzou no susume smartphone app de wakusei wo tsukkushiteshimatta ore wa kami tonari sekai wo meguru
1267,1623 isekai ten i de megami sama kara shuukufuku wo ie temochi no inou ga aru no de kekkou desu
1268,13917 isekai teni de megami sama kara shukufuku wo ie temochi no inou ga aru no de kekkou desu
1269,3475 isekai teni de megami sama kara shukufuku wo ie temochi no inou ga aru no de kekkou desu
1270,2755 isekai tensei kimi to no saikai made nagai koto nagai koto
1271,5036 isekai tensei harem
1272,6772 isekai tensei soudouki
1273,8152 isekai tensei soudouki
1274,348 isekai to watashi docchi ga suki nano
1275,691 isekai yakkyoku
1276,16927 isekai yururi kikou cuoc hanh trinh nuoi con trong luc lam mao hiem gia
1277,7960 isekai yururi kikou
1278,896 isekai yururi kikou raising children while being an adventurer
1279,7587 isekai yururi kikou raising children while being an adventurer
1280,18457 isekai yurutto survival seikatsu gakkou no minna to isekai no mujintou ni ten i shita kedo ore dake rakushou desu
1281,10422 isekai yurutto survival seikatsu gakkou no minna to isekai no mujintou ni ten i shita kedo ore dake rakushou desu
1282,4150 isekaijin no tebikisho
1283,4767 isekaijin no tebikisho
1284,1529 isekaijin no tebikisho
1285,9437 it seems i was hitting on the most beautiful girl in school without me noticing
1286,3200 it seems that ive slipped into a different world also my gender has changed
1287,8472 itai no wa iya nanode bogyo ryoku ni kyokufuri shitai to omoimasu
1288,5571 itai no wa iya nanode bogyo ryoku ni kyokufuri shitai to omoimasu
1289,2978 itai no wa iya nanode bougyo ryoku ni kyokufuri shitai to omoimasu
1290,14593 itsudemo jitaku ni kaerareru ore wa isekai de gyoushounin o hajimemashita
1291,15129 itsuka koko ni ita anata no tameni zutto soko ni iru anata no tame ni
1292,18464 itsuka koko ni ita anata no tameni zutto soko ni iru anata no tame ni
1293,11046 itsuka sekai wo sukuu tame ni qualidea code
1294,3505 iya datte okashi agetara tsuitekuru tteiu kara saa
1295,10673 iya tsuresaru aite machigatteru kara
1296,3575 izure saikyo no renkinjutsushi
1297,7676 izure saikyo no renkinjutsushi
1298,364 izure shinwa no houkago sensou
1299,2684 izure shinwa no houkago sensou
1300,2066 jaku chara tomozaki kun
1301,7073 jaku chara tomozaki kun
1302,8809 jakushou soshage bu no bokura ga kamige wo tsukuru made
1303,18278 jetman
1304,540 jikuu mahou de isekai to chikyuu wo ittarikitari
1305,1209 jikuu mahou de isekai to chikyuu wo ittarikitari
1306,2538 jikuu mahou de isekai to chikyuu wo ittarikitari
1307,381 dau thai thanh quy soi tro thanh thuoc ha cua ma vuong
1308,5634 jinsei
1309,418 jinsei reset button
1310,3797 jisho akuyaku reijona konyakusha no kansatsu kiroku
1311,5868 jishou akuyaku reijona konyakusha no kansatsu kiroku
1312,12799 jisui danshi to mesukosei
1313,15795 jitaku no chikashitsu kara isekai e ikikidekiru youninatta danshi chuugakusei genjitsu sekaide fukushuusuru
1314,11348 co ay that ra la em gai ke cua toi dao gan day cam giac nhu toi va cau em ke moi co hoi qua gan gui voi nhau roi thi phai
1315,8899 jk haru la gai ban dam o the gioi khac
1316,4437 jk haru wa isekai de shoufu ni natta
1317,10976 jobless oblige mushoku tensei no spin off
1318,11535 jojos bizarre adventure over heaven
1319,7086 joou heika no isekai strategy
1320,13038 joshiryou no kanrinin wo suru koto ni natta ore sunderu joshi no reberu ga tonikaku takasugiru ken konna no najimeru wake ga nai
1321,15008 jujutsushi wa yuusha ni narenai
1322,18445 just loving you
1323,6143 juu sai no saikyou madoushi
1324,14084 juugo no haru to izayoi no hana musubitakute musubarenai futatsu no koi
1325,954 jyaryu tensei
1326,326 kaette kita motoyuusha
1327,11236 kagerou daze
1328,229 kagerou project
1329,4600 kaguya wants to be confessed to the seven mysteries of shuchin academy
1330,10107 kaguya sama wa tsuge ra setai hidetomo in gakuen nanafushigi
1331,2634 kaifuku jutsushi no yarinaoshi sokushi mahou to skill copy no choetsu heal
1332,1396 kaifuku jutsushi no yarinaoshi sokushi mahou to skill copy no choetsu heal new
1333,7057 kaiko sareta ankoku heishi 30 dai no slow na second life
1334,13480 kamatte shinsotsu chan ga maikai sasotte kuru nee senpai shigoto mo koi mo kyouiku shite moratte ii desu ka
1335,6512 kamen rider blade
1336,13999 kamen rider ex aid novel mighty novel x
1337,2812 kamen rider faiz seiden igyou no hanabana
1338,13084 kamen rider gaim novel
1339,19132 kamen rider geats the original story book who is melo
1340,19143 kamen rider w novel the one who continues after z
1341,13006 kamen rider wizard
1342,792 kami sumeragi yuusha no eiyuutan ryokou tan
1343,539 kami sumeragi yuusha no eiyuutan ryokou tan
1344,2119 kami to yoba re maou to yoba rete mo
1345,5104 kami to yoba re maou to yoba rete mo
1346,14917 kami to yobare maou to yobarete mo
1347,15066 kami wa game ni ueteiru
1348,3888 kami sama no memochou
1349,272 kamigoroshi no eiyuu to nanatsu no seiyaku
1350,1864 kamigoroshi no eiyuu to nanatsu no seiyaku
1351,8070 kamigoroshi no eiyuu to nanatsu no seiyaku
1352,68 kamisu reina
1353,2341 the man picked up by the gods
1354,2986 kamitachi ni hirowareta otoko
1355,6856 kamitachi ni hirowareta otoko kaiteiban
1356,9122 kami tachi ni hirowareta otoko
1357,2848 kanna no kanna
1358,1063 kanna no kanna
1359,17792 kanojo ni shitai joshi ichii no tonari de mitsuketa amari chan
1360,6202 kanojo ni uwaki sareteita ore ga koakuma na kouhai ni natsukarete imasu
1361,9902 kanojo ni uwaki sareteita ore ga koakuma na kouhai ni natsukarete imasu
1362,18210 kanpekina ore no seishun rabu kome 1 botchi shojo no sukui kata
1363,2068 kantai collection kankore kagerou batsubyou shimasu
1364,6083 kanzen kaihi healer no kiseki
1365,99 kara no kyoukai ranh gioi hu khong
1366,14533 karasu to reijou inou sekai saikyou no mondaiji badi
1367,441 kare to hitokui no nichijiou
1368,6942 kare to hitokui no nichijou
1369,7139 kare to kanojo wa sukiatteiru
1370,10872 karin wo idaita shoujo
1371,1987 karin wo idaita shoujo
1372,6611 karin wo idaita shoujo
1373,6781 kasou ryouiki no elysion
1374,1034 katahane no riku
1375,368 katahane no riku
1376,7290 kawaii onnanoko ni kouryaku sareru no wa suki desu ka
1377,8881 kawaii onnanoko ni kouryaku sareru no wa suki desu ka
1378,4190 kawaiikereba hentai demo suki ni natte kuremasu ka
1379,3828 kujonin
1380,5952 zombie no afureta sekai de ore dake ga osowarenai
1381,7105 zombie master
1382,4120 ototsukai wa shi to odoru
1383,8740 keiken zumi na kimi to keiken zero na ore ga otsukiai suru hanashi
1384,13950 ke ngay tho nguoi tung trai va cau chuyen tinh cua chung toi
1385,6007 ke nguoc doi trong the gioi game
1386,16662 ke noi loan chong lai so phan vo kich tra thu cua anh hung mang tren vai ganh nang sai lam
1387,14374 the regressor and the blind saint
1388,14341 ke yeu nhat hoc vien lai la tho san quy cap gioi han
1389,7738 kenja no deshi wo nanoru kenja
1390,184 kenja no deshi wo nanoru kenja
1391,9735 kenja no mago
1392,3252 kenkyo kenjitsu o motto ni ikite orimasu
1393,196 kenkyo kenjitsu o motto ni ikite orimasu
1394,332 kenshi o mezashite nyugaku shitanoni maho tekisei 9999 nandesukedo
1395,10265 ket cuc cua nhan vat phan dien chi co the la cai chet
1396,12259 ket cuc cua nhan vat phan dien chi co the la cai chet
1397,7658 ket cuc duy nhat cua nhan vat phan dien chi co the la cai chet
1398,13190 ket cuc khi bi trieu hoi o nhieu di gioi cung mot luc wn
1399,13064 ket hon voi cong chua du muc de thuong va hau dau
1400,8252 ket hon voi dua con gai ma toi cuc ghet trong lop
1401,19000 ket hon voi chi dau
1402,16499 khat vong troi day
1403,15514 when i started working as a part time housekeeper i ended up being liked by the family of the most beautiful girl in the school
1404,18603 khi biet duoc toi mot thuong dan dang bi mat san quai vat nhung co gai xinh dep thuoc tang lop quy toc va hoang gia bat dau tim den toi
1405,9826 khi dua con gai hoang cua ba tuoc ket hon
1406,14146 khi gap lai cau ban thuo nho nay da thanh nang cong chua
1407,17315 khi hai trai tim ton thuong tim thay niem an ui o nhau bach tuyet co gai xinh dep nhat truong va toi bi gan nham la cap doi ngoc nghech
1408,18074 khi nhan ra minh da den the gioi khac thi gioi tinh cua toi bi thay doi roi
1409,15073 khi phan dien phuc hoi nhan tinh
1410,18284 when i comforted a junior gyaru who was in the middle of heartbreak she changed her appearance to dark haired beauty and started seducing me
1411,10780 khoang cach giua chung ta trong moi tinh tay ba nay la con so khong vo han
1412,15461 bang mot cach nao do dan my nhan hang s lai de cap den toi
1413,6089 yoku wakaranai keredo isekai ni tensei shiteita you desu
1414,9524 khong co bat cu to chuc bi mat ta ac quai di nao cathiet luon nen toi danh phai tu minh lap ra mot cai
1415,11664 khong co thien dang danh cho ma ca rong
1416,9297 khong con nguoi chi tot bung
1417,2793 khong doi
1418,15696 khong hieu sao toi lai duoc cac my nu hang s ban tan toi
1419,14986 silent kohinata san headbutts my chest for some reason
1420,13062 khong mot ai biet rang minh that long yeu anh trai dau nhi
1421,1496 khuc hat cua saya ban chuyen the
1422,11221 khuc van trung
1423,14353 ba sep nghiem khac den vay ma van tan chay truoc toi u
1424,12882 kibishii onna joushi ga koukousei ni modottara ore ni dere dere suru riyuu
1425,9867 kidnapped dragon
1426,5749 the swordsman called the countless swords sorcerer
1427,12387 kougekiryoku zero no yawaraka kenshi
1428,17635 kiem song bang tro choi sinh tu
1429,15718 kiep chuyen sinh ngot ngao
1430,17871 kiep nay toi nhat dinh se tro thanh gia chu
1431,4867 kikanshita yuusha no gojitsudan
1432,67 kikou shoujo wa kizutsukanai
1433,10667 kikou shoujo wa kizutsukanai
1434,7024 kimetsu no yaiba shiawase no hana
1435,13259 kimi ga iru kara kokyuu ga dekiru
1436,9879 kimi ga ita utsukushii sekai to kimi no inai utsukushii sekai no koto
1437,4094 kimi ni koi wo suru nante arienai hazu datta
1438,17345 kimi no sei de kyo mo shinenai
1439,9890 kimi no sei de kyou mo shinenai
1440,6298 kimi no wasurekata wo oshiete
1441,9896 kimi shinita mou ryuuseigun
1442,7953 kimi to boku no saigo no senjo aruiha sekai ga hajimaru seisen
1443,7287 kimi to boku no saigo no senjo aruiha sekai ga hajimaru seisen
1444,3712 kimi to boku no saigo no senjo aruiha sekai ga hajimaru seisen
1445,125 kimi to boku no uta worlds end
1446,17258 kimi to wa chimeiteki na zure ga aru
1447,10146 kimi wa hontouni boku no tenshi nano ka
1448,14251 kimi wo ushinaitakunai boku to boku no shiawase wo negau kimi
1449,16057 kimi wo ushinaitakunai boku to boku no shiawase wo negau kimi
1450,17356 kimitte watashi no koto suki nandesho
1451,18081 kinh nghiem vang kim
1452,88 kino no tabi the beautiful world
1453,6224 kirawa re maou ga botsuraku reijou to koiniochite nani ga warui
1454,9107 kirinomiya senpai cannot solve the mystery
1455,15912 kirisakura ni nemuru kyoushitsu de mou ichido dake kanojo ni aitai
1456,12369 kita no toride nite
1457,3324 kita no toride nite
1458,757 knights magic
1459,8219 kobold vo doi
1460,13304 koi wa ankoku
1461,17243 koi wa yozora wo watatte
1462,13479 koi wa yozora wo watatte
1463,7992 koibito daiko o hajimeta ore naze ka bishojo no shimei irai ga haitte kuru
1464,8756 koibito daikou wo hajimeta ore naze ka bishoujo no shimei irai ga haittekuru
1465,6305 koibito wo netorare yuusha party kara tsuihou sa retakedo ex skill fixed damage ni mezamete muteki no sonzai ni
1466,6946 koibito wo netorare yuusha party kara tsuihou sa retakedo ex skill fixed damage ni mezamete muteki no sonzai ni
1467,2833 koko wa ore ni makasete saki ni ike to itte kara 10 nen ga tattara densetsu ni natteita
1468,13618 kokoro connect
1469,9352 kokoro connect
1470,231 kokoro connect
1471,11356 the sobbing clerk i helped from the convenience stores robbery is in fact a naive and cute gal from my class
1472,14884 co thu ngan ma toi da cuu giup trong vu cuop tiem tap hoa thuc ra lai la co ban ngay tho xinh dep chung lop voi toi
1473,7065 kondo wa zettai ni jamashimasen
1474,8513 konjiki no word master
1475,214 konjiki no word master
1476,4372 kono kamen no akuma ni sodan wo
1477,17354 kono seishun ni wa ura ga aru
1478,3050 kono sekai ga game da to ore dake ga shitte iru
1479,1312 thuong de phu ho vung dat tuyet voi nay
1480,5148 kono subarashii sekai ni bakuen o
1481,7048 kono subarashii sekai ni shukufuku o
1482,151 thuong de phu ho vung dat tuyet voi nay
1483,3757 thuong de phu ho vung dat tuyet voi nay
1484,6111 kono subarashii sekai ni shukufuku o
1485,17851 kono subarashii sekai ni shukufuku wo yorimichi 3
1486,3779 anh hung nay la bat kha chien bai nhung qua than trong
1487,7074 konosuba yorimichi
1488,16579 konosuba ano orokamono ni mo kyakkou wo
1489,9349 konosuba ano orokamono ni mo kyakkou wo
1490,12447 konosuba ano orokamono ni mo kyakkou wo
1491,7120 ano orokamono ni mo kyakkou wo
1492,16064 konosuba fantastic days
1493,15551 konosuba yorimichi 2
1494,5471 konyaku sha ga akuyaku de komatte masu
1495,3020 i am troubled that my fiance is a villian
1496,10748 konyakuhaki kara hajimeru akuyaku reijou no kangoku slow life
1497,4204 konyakuhaki ni zettai kioku de tachimukau
1498,3825 konyakusha wa watashi no imouto ni koi o suru
1499,9532 koori no reijou no tokashi kata
1500,11343 koori no yuusha wa koi ni naku
1501,18146 kore ga mahoutsukai no kirifuda
1502,2624 kou 2 ni timeleap shita boku ga touji sukidatta sensei ni kokutta kekka
1503,12009 kou 3 de menkyo wo totta kawaikunai kouhai to natsutabi suru hame ni natta
1504,9730 koujo denka no kateikyoushi
1505,7954 koujo denka no kateikyoushi
1506,293 kouritsu kuriya madoushi daini no jinsei de madou o kiwameru
1507,2396 koushaku reijou no tashinami
1508,5265 koushaku reijou no tashinami
1509,10525 koushirou kujou the detective butler
1510,498 kuishinbo elf
1511,3136 the strange adventure of a broke mercenary
1512,9361 kuitsume youhei no gensou kitan
1513,1320 kujibiki tokushou musou haremu ken
1514,4483 kujibiki tokushou musou haremu ken
1515,7043 kujibiki tokushou musou haremu ken
1516,1879 kuma kuma kuma bear
1517,259 toi la nhen thi sao
1518,8217 kumo desu ga nani ka
1519,7947 kuraki kyuuden no shisha no ou
1520,6818 kurasu de ichiban no kanojo jitsu wa bocchi no ore no kanojo desu
1521,10646 kurasu no gyaru ga naze ka ore no gimai to nakayoku natta kyou mo kimi no ie itte ii
1522,9246 kuro no maou
1523,18737 kuro no maou
1524,1617 kurono maou
1525,349 kuro no maou
1526,4883 kuro no seiken tsukai
1527,1858 kuro no senki
1528,2796 kuro no shokanshi
1529,18331 toi la thien tai sau gio hoc nhung lieu toi co the cuu the gioi bang toi ac hoan hao
1530,14750 kurono senki isekaiteni sita boku ga saikyou nanoha bed no uedake no youdesu
1531,7367 kurono senki isekaiteni sita boku ga saikyou nanoha bed no uedake no youdesu
1532,1830 kusoge online beta
1533,2553 kusuriya no hitorigoto
1534,7722 kusuriya no hitorigoto web novel
1535,15364 kutabire salarymen no ore 7 nenburi ni saikai shita bishoujo jk to dosei wo hajimaru
1536,7692 kuusen madoushi kouhosei no kyoukan
1537,6299 kuzu to kinka no qualidea
1538,18809 ho da thau hieu tinh cam cua minh nhung hiep si da tai sinh thanh mot con cao nho
1539,5371 koisuru kiseichuu
1540,5827 kyou kara ore wa loli no himo
1541,5029 kyoudai kara kyoudai
1542,3256 kyoudai kara kyoudai
1543,1637 kyoukai no kanata
1544,7778 la mot than long ho phong hoan vu nhung con co the goi papa duoc khong
1545,18558 lady vs saint
1546,18920 lam ban trai gia cua co nang hoa khoi truong
1547,9193 kurasu de nibanme ni kawaii onna no ko to tomodachi ni natta
1548,12209 lam gia su cho con gai cong tuoc
1549,15077 lam nong mot minh trong toa thap
1550,13968 lam nu phan dien khong phai tot hon nhieu sao
1551,10862 lam vtuber va quen tat stream toi bong tro thanh huyen thoai
1552,10191 lam vtuber va quen tat stream toi bong tro thanh huyen thoai
1553,8828 lao dong tai ngoai o vung ria the gioi
1554,18563 chi minh toi la lap trinh vien o the gioi khac voi nhung cau than chu duoc lap trinh toi se tro thanh ke manh nhat vo song
1555,2086 last dungeon
1556,5085 le ho
1557,3232 legend
1558,8150 legend
1559,2606 legendary moonlight sculptor
1560,212 legendary moonlight sculptor
1561,2641 legged mimic
1562,17130 koukou de wa daretomo kakawarazu heion ni sugoshitai in kya botchi bishoujo tachi no seide jitsuwa haisupekkuna koto ga hakkaku shite nari agatte shimau
1563,10412 isekai meikyuu no saishinbu wo mezasou
1564,13143 lets manage the tower
1565,13505 level 99 villainous daughter
1566,7640 level 99 villainous daughter
1567,17522 level eater
1568,4598 liar liar
1569,6843 ichigo doumei
1570,16810 can i still be your heroine even though im your teacher
1571,18209 lieu lop truong hoan hao co the lam ban gai toi khong
1572,8195 life in another world as a maid mage
1573,13674 lingerie girl at your service
1574,11793 linh danh thue va tieu thuyet gia
1575,11089 linh hon negary
1576,8114 linh hon cua nergi
1577,11316 linh nang tham tu fujisaki touka khong the cuoi nhao truoc bi kich cua loai nguoi
1578,11085 little tyrant doesnt want to meet with a bad end
1579,9073 little tyrant doesnt want to meet with a bad end
1580,8378 little tyrant doesnt want to meet with a bad end
1581,799 living in this world with cut paste
1582,18371 lo lem khong mo mong
1583,12266 bi lo nguoi yeu la tieu dieu mien cuc lac
1584,7362 log horizon
1585,6654 log horizon
1586,10960 loi cau hon cua bao chua
1587,14944 nguoi ban tho au mac benh nan y cung loi hua
1588,10665 loi nguyen cau cua phu thuy
1589,17691 loi the hiep si
1590,13376 mimoza no kokuhaku
1591,16960 toi da to tinh em yeu anh trong suot 365 ngay
1592,8889 lonely me and the lonely caring goddess
1593,1613 loner harem meister
1594,12376 chiec long cua than zeus
1595,17863 guillotine bride
1596,15488 loop 7 kaime no akuyaku reijou wa moto tekikoku de jiyuuki mama na hanayome seikatsu wo mankitsu suru
1597,17107 looks are all you need
1598,3151 the lord of the mysteries
1599,18492 lord of mysteries 2 circle of inevitability
1600,8697 love comedy no kami sama na no ni ore no love comedy wo jama suru no
1601,17275 love crosses the night sky
1602,1869 love dependency disease
1603,13732 luan hoi khon khiep
1604,17096 luan hoi khon kiep
1605,6153 insos law luat cua tieu thuyet mang
1606,17305 stranded on a deserted island with the schools number one beauty so ill give it my best shot
1607,4221 lv1 skeleton
1608,1681 lv1 skeleton
1609,1766 level 1 skeleton
1610,397 lv999 villager new
1611,17847 lycoris recoil nhung ngay duong suc
1612,10345 lyrical na lyric
1613,9659 ma cu su dahlia se khong con cui dau nua
1614,11780 ma dao cu su darya se khong cui dau nua
1615,17843 cheat magician life that started from being judged useless
1616,7849 ma thuat su sieu viet cua lop hoc anh hung
